step,klcoef,lr,rollout_time,horizon,speed,speed_rl,speed_rl_std,speed_human,inflow,outflow,inflow_hourly,outflow_hourly,collisions,fuel,backlog_step,n_total_veh_step,flow_horizontal,flow_vertical,raw_reward_mean,raw_reward_sum,reward_mean,reward_sum,n_veh_step_mean,n_veh_step_sum,n_veh_unique,policy_loss,kl,entropy,gd_time,total_time
65,0,0.001,8.4534,2000,5.7775,5.46651,3.73547,6.12737,573.297,560.727,2063.87,2018.62,6.50781,2572.94,30.8243,45.7027,765.625,765.625,0.264094,528.188,0.0100724,20.1448,7.84178,15683.6,290.988,-1.115,-4.35072e-11,0.431531,2.12428,28798.6
66,0,0.001,8.52281,2000,5.53563,5.20531,3.79065,5.91192,554.508,544.484,1996.23,1960.14,3.96875,2483.52,40.1942,54.9772,765.625,765.625,0.26232,524.641,0.00921777,18.4355,7.84192,15683.8,281.781,-1.00252,-7.52981e-12,0.460457,2.19718,29175.9
67,0,0.001,7.2461,2000,5.72335,5.40623,3.75684,6.0816,569.977,557.965,2051.92,2008.67,5.92969,2537.53,32.633,47.4904,765.625,765.625,0.264158,528.316,0.00973149,19.463,7.84744,15694.9,289.395,-1.07772,-4.67984e-12,0.431906,2.15063,29534.2
68,0,0.001,7.42183,2000,5.78099,5.45139,3.78246,6.15429,567.871,556.27,2044.34,2002.57,5.67969,2519.63,33.7263,48.2996,765.625,765.625,0.263936,527.871,0.00947224,18.9445,7.71075,15421.5,288.301,-1.0453,1.57038e-12,0.426614,2.14667,29910.2
69,0,0.001,8.55192,2000,5.92509,5.63565,3.73641,6.24758,584.477,569.707,2104.12,2050.95,8.21094,2551.85,25.1199,40.1204,765.625,765.625,0.264326,528.652,0.00970611,19.4122,7.86574,15731.5,296.602,-1.11936,3.96858e-12,0.390869,2.09944,30318.4
70,0,0.001,8.63113,2000,5.68899,5.4325,3.67964,5.97294,584.793,568.465,2105.25,2046.47,9.02344,2544.66,24.5891,40.512,765.625,765.625,0.261674,523.348,0.00899537,17.9907,8.30946,16618.9,296.84,-1.07366,-2.90442e-11,0.389227,2.53691,30712.2
71,0,0.001,7.58118,2000,5.54568,5.30407,3.63827,5.81229,583.738,567.047,2101.46,2041.37,8.77344,2469.41,24.6393,41.1623,765.625,765.625,0.26159,523.18,0.00865654,17.3131,8.59684,17193.7,296.27,-1.00895,-3.20321e-11,0.381561,2.19447,31094.8
72,0,0.001,7.50728,2000,5.65532,5.38395,3.68984,5.95746,584.066,569,2102.64,2048.4,7.79688,2511.43,25.2305,41.0574,765.625,765.625,0.265008,530.016,0.00936744,18.7349,8.28225,16564.5,296.434,-1.07688,-4.95532e-12,0.38288,2.14822,31489.3
73,0,0.001,8.42417,2000,5.74924,5.43776,3.76147,6.10007,577.172,565.023,2077.82,2034.08,6.02344,2549.82,28.9367,43.9266,765.625,765.625,0.267453,534.906,0.00977894,19.5579,7.90396,15807.9,293.004,-1.09356,-3.13075e-11,0.387819,2.53824,31897.3
74,0,0.001,8.6966,2000,5.60841,5.31026,3.71662,5.94374,579.641,567.438,2086.71,2042.78,5.16406,2462.5,27.6731,43.1632,765.625,765.625,0.270809,541.617,0.0103737,20.7474,8.15423,16308.5,294.234,-1.14825,3.37938e-11,0.398647,2.29625,32303.8
75,0,0.001,7.61145,2000,5.50469,5.22364,3.66239,5.81944,584.168,571.254,2103,2056.51,5.59375,2454.38,25.3098,41.3628,765.625,765.625,0.271643,543.285,0.0105078,21.0157,8.42862,16857.2,296.492,-1.17579,-4.07767e-12,0.406322,2.04653,32671
76,0,0.001,7.67494,2000,5.50116,5.24915,3.55365,5.78093,590.691,574.84,2126.49,2069.42,7.46094,2432.19,21.5349,38.3037,765.625,765.625,0.268768,537.535,0.0098303,19.6606,8.74614,17492.3,299.758,-1.14455,-3.78755e-11,0.398991,2.22131,33060.2
77,0,0.001,8.41572,2000,5.39522,5.10963,3.64092,5.71632,581.688,570.531,2094.07,2053.91,3.75781,2435.88,26.7955,42.9934,765.625,765.625,0.275871,551.742,0.0111566,22.3133,8.51804,17036.1,295.293,-1.21978,2.03073e-11,0.417664,2.12359,33461.9
78,0,0.001,8.9288,2000,5.56934,5.30742,3.58797,5.8607,592.117,577.039,2131.62,2077.34,6.95312,2443.74,21.1016,37.5497,765.625,765.625,0.271137,542.273,0.0100743,20.1486,8.59022,17180.4,300.445,-1.16952,-1.32106e-11,0.391795,3.69019,33884.3
79,0,0.001,8.72769,2000,5.55991,5.3087,3.55117,5.83815,591.785,575.738,2130.43,2072.66,7.5625,2413.84,20.7633,37.5078,765.625,765.625,0.268963,537.926,0.0094879,18.9758,8.72253,17445.1,300.324,-1.11072,3.33309e-11,0.389292,2.59815,34296.5
80,0,0.001,7.36222,2000,5.77452,5.48889,3.63301,6.0934,594.586,581.023,2140.51,2091.68,6.40625,2543.77,20.513,36.1737,765.625,765.625,0.274496,548.992,0.0107292,21.4583,8.21152,16423,301.668,-1.23771,-2.18641e-10,0.384231,2.15997,34670.9
81,0,0.001,7.41708,2000,5.68256,5.38602,3.64247,6.01536,589.91,577.992,2123.68,2080.77,5.20312,2537.42,22.9527,38.5667,765.625,765.625,0.275988,551.977,0.0107907,21.5813,8.20912,16418.2,299.477,-1.20733,-2.25881e-11,0.39049,2.22046,35056.4
82,0,0.001,8.7757,2000,5.51411,5.24771,3.55144,5.81107,594.191,580.559,2139.09,2090.01,5.47656,2430.83,20.0292,36.658,765.625,765.625,0.276588,553.176,0.0107511,21.5021,8.68716,17374.3,301.508,-1.21539,-2.36597e-12,0.385848,2.45569,35481.3
83,0,0.001,8.98843,2000,5.45902,5.17396,3.62273,5.77912,589.434,577.805,2121.96,2080.1,3.76562,2428.49,22.923,39.1936,765.625,765.625,0.279488,558.977,0.0112102,22.4204,8.54634,17092.7,299.066,-1.23853,2.99868e-12,0.395616,2.33047,35900
84,0,0.001,7.81723,2000,5.5147,5.23014,3.60961,5.8337,591.883,580.234,2130.78,2088.84,4.15625,2428.78,21.7975,37.9712,765.625,765.625,0.279727,559.453,0.0112296,22.4591,8.49015,16980.3,300.375,-1.25091,1.25496e-11,0.38873,2.49188,36293.9
