step,klcoef,lr,rollout_time,horizon,speed,speed_rl,speed_rl_std,speed_human,inflow,outflow,inflow_hourly,outflow_hourly,collisions,fuel,backlog_step,n_total_veh_step,flow_horizontal,flow_vertical,raw_reward_mean,raw_reward_sum,reward_mean,reward_sum,n_veh_step_mean,n_veh_step_sum,n_veh_unique,policy_loss,kl,entropy,gd_time,total_time
79,0,0.001,12.6636,2000,4.34939,4.34939,3.85545,,588.375,575.303,2118.15,2071.09,0.84375,1960.81,27.1874,47.4999,778.75,782.5,0.285542,571.084,0.00327755,6.55511,20.3064,40612.8,597.294,-0.265358,2.68203e-11,0.0699755,4.90428,33336.8
80,0,0.001,14.0648,2000,3.65521,3.65521,3.51185,,564.163,547.694,2030.99,1971.7,1.0375,1765.05,40.5681,64.0662,778.75,782.5,0.271253,542.506,0.00121294,2.42587,23.4903,46980.6,573.15,-0.132293,2.65433e-12,0.0534981,3.66226,33789.5
81,0,0.001,12.5301,2000,4.53395,4.53395,3.88159,,599.906,588.237,2159.66,2117.65,0.65625,2028.39,22.487,42.1898,778.75,782.5,0.292478,584.956,0.0042351,8.4702,19.6973,39394.5,608.9,-0.39455,4.27147e-11,0.0652314,3.4344,34229.4
82,0,0.001,12.8205,2000,4.44121,4.44121,3.80285,,614.181,602.031,2211.05,2167.31,0.81875,2015.68,17.9295,38.3271,778.75,782.5,0.298969,597.938,0.00514802,10.296,20.3919,40783.9,623.275,-0.581104,9.52091e-12,0.0510662,3.49481,34669.8
83,0,0.001,12.35,2000,4.77455,4.77455,3.84651,,625.406,614.013,2251.46,2210.45,0.875,2090.76,12.0947,31.4792,778.75,782.5,0.304819,609.638,0.00593985,11.8797,19.3792,38758.5,634.394,-0.664809,3.01205e-12,0.0516974,3.42336,35104.1
84,0,0.001,12.33,2000,4.7644,4.7644,3.86816,,622.419,611.247,2240.71,2200.49,0.5375,2070.18,13.4324,32.6701,778.75,782.5,0.30428,608.559,0.00586035,11.7207,19.2324,38464.7,631.372,-0.634356,-1.05463e-11,0.0548189,3.39237,35539.8
85,0,0.001,12.4372,2000,4.75082,4.75082,3.85266,,624.397,613.228,2247.83,2207.62,0.70625,2089.3,12.6907,32.0425,778.75,782.5,0.304848,609.697,0.00588668,11.7734,19.3466,38693.1,633.334,-0.654397,-8.82903e-12,0.0513709,3.40458,35982.7
86,0,0.001,12.2947,2000,4.76996,4.76996,3.87924,,619.172,608.028,2229.02,2188.9,0.71875,2094.71,15.1106,34.3549,778.75,782.5,0.302217,604.434,0.00545053,10.9011,19.2391,38478.2,628.116,-0.586343,-6.34119e-13,0.0547699,3.44764,36420.1
87,0,0.001,12.3722,2000,4.74192,4.74192,3.85247,,624.8,613.409,2249.28,2208.27,0.75625,2080.19,12.8331,32.2811,778.75,782.5,0.304814,609.628,0.00578715,11.5743,19.4428,38885.5,633.7,-0.646846,-1.67874e-12,0.0498582,3.52746,36862.8
88,0,0.001,12.5474,2000,4.7052,4.7052,3.89692,,613.575,602.725,2208.87,2169.81,0.59375,2117.78,16.8965,36.1768,778.75,782.5,0.299878,599.756,0.00501506,10.0301,19.2752,38550.4,622.559,-0.528228,2.81813e-12,0.0574978,4.97707,37307.6
